Table with column headers in row 3,,,,
State Postal Code,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
PA,Donegal School District,"22,622","3,557",304
PA,Dover Area School District,"24,566","3,744",353
PA,Downingtown Area School District,"78,134","14,761",370
PA,DuBois Area School District,"30,390","4,589",774
PA,Dunmore School District,"14,024","1,878",177
PA,Duquesne City School District,"5,181",902,345
PA,East Allegheny School District,"14,250","1,827",506
PA,East Lycoming School District,"10,465","1,701",171
PA,East Penn School District,"57,979","9,571",583
PA,East Pennsboro Area School District,"21,644","2,966",321
PA,East Stroudsburg Area School District,"48,904","6,814","1,231"
PA,Eastern Lancaster County School District,"33,327","6,302",564
PA,Eastern Lebanon County School District,"22,519","4,053",401
PA,Eastern York School District,"19,850","2,963",297
PA,Easton Area School District,"68,484","9,787","1,465"
PA,Elizabeth Forward School District,"17,208","2,409",198
PA,Elizabethtown Area School District,"32,033","4,646",368
PA,Elk Lake School District,"7,049","1,096",172
PA,Ellwood City Area School District,"13,412","1,843",241
PA,Ephrata Area School District,"35,421","5,537",550
PA,Erie City School District,"93,715","14,252","4,639"
PA,Everett Area School District,"9,323","1,267",201
PA,Exeter Township School District,"27,460","4,327",293
PA,Fairfield Area School District,"8,312","1,223",72
PA,Fairview School District,"11,007","2,063",118
PA,Fannett-Metal School District,"4,347",769,107
PA,Farrell Area School District,"4,780",682,221
PA,Ferndale Area School District,"4,436",681,219
PA,Fleetwood Area School District,"16,884","2,734",185
PA,Forbes Road School District,"2,748",410,62
PA,Forest Area School District,"7,135",601,98
PA,Forest City Regional School District,"5,673",799,142
PA,Forest Hills School District,"12,004","1,924",228
PA,Fort Cherry School District,"8,013","1,077",114
PA,Fort LeBoeuf School District,"14,606","2,306",277
PA,Fox Chapel Area School District,"29,030","4,926",365
PA,Franklin Area School District,"14,819","2,061",383
PA,Franklin Regional School District,"23,563","3,710",170
PA,Frazier School District,"7,452","1,039",164
PA,Freedom Area School District,"10,683","1,469",205
PA,Freeport Area School District,"12,434","1,986",152
PA,Galeton Area School District,"2,757",285,50
PA,Garnet Valley School District,"30,678","5,034",121
PA,Gateway School District,"31,301","4,005",555
PA,General McLane School District,"15,592","2,285",225
PA,Gettysburg Area School District,"28,399","3,332",335
PA,Girard School District,"10,670","1,722",241
PA,Glendale School District,"4,984",737,121
PA,Governor Mifflin School District,"31,742","4,650",381
PA,Great Valley School District,"35,349","5,680",181
PA,Greater Johnstown School District,"24,213","3,645","1,471"
PA,Greater Latrobe School District,"29,698","4,063",411
PA,Greater Nanticoke Area School District,"18,133","2,682",681
PA,Greencastle-Antrim School District,"20,154","3,490",244
PA,Greensburg Salem School District,"25,499","3,041",515
PA,Greenville Area School District,"10,098","1,306",237
PA,Greenwood School District,"5,591",929,97
PA,Grove City Area School District,"16,437","2,273",219
PA,Halifax Area School District,"7,299","1,106",90
PA,Hamburg Area School District,"17,725","2,530",248
PA,Hampton Township School District,"18,223","3,110",120
PA,Hanover Area School District,"15,606","2,429",567
PA,Hanover Public School District,"16,595","2,167",312
PA,Harbor Creek School District,"16,439","2,414",174
PA,Harmony Area School District,"2,130",365,62
PA,Harrisburg City School District,"50,519","8,797","2,802"
PA,Hatboro-Horsham School District,"35,132","5,547",266
PA,Haverford Township School District,"50,287","8,422",229
PA,Hazleton Area School District,"78,975","13,086","2,587"
PA,Hempfield Area School District,"48,261","5,933",577
PA,Hempfield School District,"51,250","8,387",616
PA,Hermitage School District,"16,020","2,031",260
PA,Highlands School District,"19,683","2,645",531
PA,Hollidaysburg Area School District,"26,469","3,717",321
PA,Homer-Center School District,"6,100",818,94
PA,Hopewell Area School District,"18,236","2,597",221
PA,Huntingdon Area School District,"19,646","2,121",336
PA,Indiana Area School District,"32,131","3,229",478
PA,Interboro School District,"23,509","3,574",462
PA,Iroquois School District,"6,959","1,236",228
PA,Jamestown Area School District,"3,843",454,73
PA,Jeannette City School District,"8,648","1,160",341
PA,Jefferson-Morgan School District,"5,367",808,114
PA,Jenkintown School District,"4,764",839,46
PA,Jersey Shore Area School District,"17,396","2,809",292
PA,Jim Thorpe Area School District,"15,890","2,269",232
PA,Johnsonburg Area School District,"4,268",588,103
PA,Juniata County School District,"22,809","3,595",449
PA,Juniata Valley School District,"4,804",791,109
PA,Kane Area School District,"7,074","1,086",175
PA,Karns City Area School District,"9,696","1,328",164
PA,Kennett Consolidated School District,"27,602","4,617",324
PA,Keystone Central School District,"35,884","5,132",886
PA,Keystone Oaks School District,"20,753","2,281",190
PA,Keystone School District,"7,565","1,230",145
PA,Kiski Area School District,"27,465","3,863",581
PA,Kutztown Area School District,"17,114","1,851",180
PA,Lackawanna Trail School District,"8,207","1,211",134
PA,Lake-Lehman School District,"16,346","2,068",207
PA,Lakeland School District,"11,911","1,781",175
PA,Lakeview School District,"8,000","1,212",198
PA,Lampeter-Strasburg School District,"25,722","4,293",375
PA,Lancaster School District,"76,613","11,700","2,757"
PA,Laurel Highlands School District,"22,180","2,952",589
PA,Laurel School District,"7,304","1,125",118
PA,Lebanon School District,"27,792","5,130","1,491"
PA,Leechburg Area School District,"5,746",773,125
PA,Lehighton Area School District,"17,633","2,463",322
PA,Lewisburg Area School District,"18,099","2,168",168
PA,Ligonier Valley School District,"14,407","1,790",229
PA,Line Mountain School District,"8,675","1,396",185
PA,Littlestown Area School District,"15,260","2,278",209
PA,Lower Dauphin School District,"25,838","4,483",293
PA,Lower Merion School District,"68,772","12,120",399
PA,Lower Moreland Township School District,"14,049","2,652",124
PA,Loyalsock Township School District,"11,451","1,709",182
PA,Mahanoy Area School District,"10,723","1,129",236
PA,Manheim Central School District,"27,460","4,308",387
PA,Manheim Township School District,"44,236","7,087",438
PA,Marion Center Area School District,"9,753","1,626",282
PA,Marple Newtown School District,"39,104","5,885",215
PA,Mars Area School District,"24,091","4,113",116
PA,McGuffey School District,"11,700","1,810",235
PA,McKeesport Area School District,"28,246","3,958","1,381"
PA,Mechanicsburg Area School District,"35,326","5,053",439
PA,Mercer Area School District,"10,384","1,200",198
PA,Methacton School District,"36,283","5,859",209
PA,Meyersdale Area School District,"6,671","1,003",279
PA,Mid Valley School District,"15,466","2,227",285
PA,Midd-West School District,"17,186","2,810",366
PA,Middletown Area School District,"20,371","2,880",338
PA,Midland Borough School District,"2,396",390,89
PA,Mifflin County School District,"43,151","7,021","1,335"
PA,Mifflinburg Area School District,"16,133","2,652",332
PA,Millcreek Township School District,"53,437","8,034",712
PA,Millersburg Area School District,"6,610",947,132
PA,Millville Area School District,"5,449",821,109
PA,Milton Area School District,"15,914","2,197",314
PA,Minersville Area School District,"8,770","1,348",232
PA,Mohawk Area School District,"9,893","1,483",170
PA,Monessen City School District,"6,825",872,266
PA,Moniteau School District,"9,036","1,303",125
PA,Montgomery Area School District,"7,485","1,203",134
PA,Montour School District,"28,340","3,660",284
PA,Montoursville Area School District,"13,060","2,092",170
PA,Montrose Area School District,"10,333","1,348",176
PA,Moon Area School District,"29,316","4,385",217
PA,Morrisville Borough School District,"9,786","1,419",203
PA,Moshannon Valley School District,"8,510",863,146
PA,Mount Carmel Area School District,"11,357","1,550",355
PA,Mount Lebanon School District,"33,603","5,736",209
PA,Mount Pleasant Area School District,"16,536","2,153",291
PA,Mount Union Area School District,"8,942","1,349",236
PA,Mountain View School District,"7,757","1,034",161
PA,Muhlenberg School District,"26,290","4,419",523
PA,Muncy School District,"7,123","1,090",94
PA,Nazareth Area School District,"32,339","5,338",277
PA,Neshaminy School District,"73,107","10,728",623
PA,Neshannock Township School District,"9,703","1,402",88
PA,New Brighton Area School District,"10,210","1,513",294
PA,New Castle Area School District,"22,590","3,385","1,067"
PA,New Hope-Solebury School District,"11,295","1,539",50
PA,New Kensington-Arnold School District,"16,817","2,298",766
PA,Newport School District,"7,675","1,204",178
PA,Norristown Area School District,"66,596","9,144","1,915"
PA,North Allegheny School District,"55,658","9,495",305
PA,North Clarion County School District,"4,655",734,79
PA,North East School District,"10,510","1,764",209
PA,North Hills School District,"39,694","5,067",347
PA,North Penn School District,"106,454","15,435",845
PA,North Pocono School District,"20,688","3,413",279
PA,North Schuylkill School District,"15,952","2,265",367
PA,North Star School District,"8,219","1,178",181
PA,Northampton Area School District,"44,774","6,195",644
PA,Northeast Bradford School District,"5,321",947,127
PA,Northeastern York School District,"26,045","4,495",426
PA,Northern Bedford County School District,"6,645","1,197",150
PA,Northern Cambria School District,"7,373","1,163",184
PA,Northern Lebanon School District,"17,572","2,991",269
PA,Northern Lehigh School District,"12,989","1,977",290
PA,Northern Potter School District,"3,965",680,160
PA,Northern Tioga School District,"14,302","2,096",339
PA,Northern York County School District,"25,394","4,205",264
PA,Northgate School District,"12,892","1,274",187
PA,Northwest Area School District,"8,400","1,185",157
PA,Northwestern Lehigh School District,"14,894","2,502",140
PA,Northwestern School District,"11,457","1,571",271
PA,Norwin School District,"36,446","5,461",359
PA,Octorara Area School District,"18,779","3,561",454
PA,Oil City Area School District,"13,593","2,011",449
PA,Old Forge School District,"8,486","1,221",150
PA,Oley Valley School District,"13,286","1,858",145
PA,Oswayo Valley School District,"3,064",508,106
PA,Otto-Eldred School District,"3,789",581,120
PA,Owen J. Roberts School District,"37,614","6,471",274
PA,Oxford Area School District,"27,740","4,856",666
PA,Palisades School District,"15,511","1,907",124
PA,Palmerton Area School District,"14,108","1,973",227
PA,Palmyra Area School District,"25,651","4,172",333
PA,Panther Valley School District,"13,140","2,047",510
PA,Parkland School District,"66,206","11,491",775
PA,Pen Argyl Area School District,"12,817","1,750",185
PA,Penn Cambria School District,"14,827","1,828",243
PA,Penn Hills School District,"40,604","5,386","1,085"
PA,Penn Manor School District,"44,657","6,835",725
PA,Penn-Delco School District,"27,334","3,849",226
PA,Penn-Trafford School District,"26,396","4,220",253
PA,Penncrest School District,"22,597","3,450",434
PA,Pennridge School District,"51,610","8,040",392
PA,Penns Manor Area School District,"5,607",818,112
PA,Penns Valley Area School District,"12,812","2,283",375
PA,Pennsbury School District,"72,616","11,716",590
PA,Pequea Valley School District,"22,968","5,161",641
PA,Perkiomen Valley School District,"38,885","5,982",205
PA,Peters Township School District,"23,043","4,551",147
PA,Philadelphia City School District,"1,567,258","237,326","64,906"
PA,Philipsburg-Osceola Area School District,"14,573","1,684",259
PA,Phoenixville Area School District,"36,403","5,129",276
PA,Pine Grove Area School District,"11,577","1,901",150
PA,Pine-Richland School District,"26,264","5,412",169
PA,Pittsburgh School District,"302,106","30,633","8,103"
PA,Pittston Area School District,"27,173","3,707",603
PA,Pleasant Valley School District,"32,051","4,725",549
PA,Plum Borough School District,"26,768","3,962",177
PA,Pocono Mountain School District,"63,233","9,439","1,464"
PA,Port Allegany School District,"5,554",961,208
PA,Portage Area School District,"5,973",908,157
PA,Pottsgrove School District,"22,093","3,670",413
PA,Pottstown School District,"23,655","3,756",875
PA,Pottsville Area School District,"18,840","2,851",553
PA,Punxsutawney Area School District,"20,236","3,313",643
PA,Purchase Line School District,"6,374",948,168
PA,Quaker Valley School District,"13,925","2,428",122
PA,Quakertown Community School District,"37,809","5,705",356
PA,Radnor Township School District,"33,133","5,041",148
PA,Reading School District,"95,467","18,680","5,333"
PA,Red Lion Area School District,"38,912","6,468",643
PA,Redbank Valley School District,"7,784","1,172",167
PA,Reynolds School District,"8,731","1,203",197
PA,Richland School District,"14,094","1,719",137
PA,Ridgway Area School District,"6,729","1,040",184
PA,Ridley School District,"40,582","6,332",647
PA,Ringgold School District,"24,990","3,131",583
PA,Riverside Beaver County School District,"10,021","1,535",145
PA,Riverside School District,"12,237","1,770",252
PA,Riverview School District,"9,122","1,140",85
PA,Rochester Area School District,"6,646",880,173
PA,Rockwood Area School District,"5,275",706,117
PA,Rose Tree Media School District,"37,302","5,189",144
PA,Salisbury Township School District,"13,682","2,075",209
PA,Salisbury-Elk Lick School District,"2,912",521,188
PA,Saucon Valley School District,"17,533","2,618",242
PA,Sayre Area School District,"7,791","1,212",171
PA,Schuylkill Haven Area School District,"8,378","1,351",144
PA,Schuylkill Valley School District,"15,760","2,359",160
PA,Scranton School District,"76,229","11,491","2,712"
PA,Selinsgrove Area School District,"22,466","3,201",392
PA,Seneca Valley School District,"54,744","8,487",315
PA,Shade-Central City School District,"3,387",413,71
PA,Shaler Area School District,"37,671","4,716",388
PA,Shamokin Area School District,"19,748","2,699",644
PA,Shanksville-Stonycreek School District,"2,625",376,53
PA,Sharon City School District,"12,977","1,975",684
PA,Sharpsville Area School District,"7,387","1,049",139
PA,Shenandoah Valley School District,"7,031","1,189",324
PA,Shenango Area School District,"7,669","1,164",111
PA,Shikellamy School District,"22,253","3,247",542
PA,Shippensburg Area School District,"29,590","4,738",528
PA,Slippery Rock Area School District,"21,197","2,196",227
PA,Smethport Area School District,"5,411",768,122
PA,Solanco School District,"33,187","6,772","1,195"
PA,Somerset Area School District,"20,612","2,319",392
PA,Souderton Area School District,"47,906","7,793",380
PA,South Allegheny School District,"11,284","1,629",238
PA,South Butler County School District,"18,223","2,486",208
PA,South Eastern School District,"19,703","3,273",259
PA,South Fayette Township School District,"18,104","3,459",111
PA,South Middleton School District,"16,702","2,551",181
PA,South Park School District,"13,529","2,044",173
PA,South Side Area School District,"6,050",992,78
PA,South Western School District,"30,325","5,045",329
PA,South Williamsport Area School District,"9,028","1,425",142
PA,Southeast Delco School District,"30,845","5,415","1,153"
PA,Southeastern Greene School District,"4,167",656,131
PA,Southern Columbia Area School District,"10,189","1,463",105
PA,Southern Fulton School District,"5,421",790,115
PA,Southern Huntingdon County School District,"7,448","1,115",135
PA,Southern Lehigh School District,"23,390","3,855",208
PA,Southern Tioga School District,"14,672","2,049",279
PA,Southern York County School District,"21,874","3,555",245
PA,Southmoreland School District,"14,546","2,024",312
PA,Spring Cove School District,"13,050","2,023",243
PA,Spring Grove Area School District,"29,528","4,782",381
PA,Spring-Ford Area School District,"53,528","9,131",369
PA,Springfield School District,"27,768","4,865",184
PA,Springfield Township School District,"21,012","3,403",138
PA,St. Clair Area School District,"6,184",861,173
PA,St. Marys Area School District,"18,187","2,616",280
PA,State College Area School District,"94,917","8,588",503
PA,Steel Valley School District,"15,315","1,891",334
PA,Steelton-Highspire School District,"9,079","1,713",515
PA,Sto-Rox School District,"12,175","2,007",813
PA,Stroudsburg Area School District,"34,798","5,045",731
PA,Sullivan County School District,"5,855",407,83
PA,Susquehanna Community School District,"4,778",699,184
PA,Susquehanna Township School District,"26,960","4,050",505
PA,Susquenita School District,"14,364","1,966",224
PA,Tamaqua Area School District,"16,320","2,559",411
PA,Titusville Area School District,"13,082","2,264",497
PA,Towanda Area School District,"10,276","1,620",276
PA,Tredyffrin-Easttown School District,"43,827","8,219",192
PA,Tri-Valley School District,"6,439","1,006",76
PA,Trinity Area School District,"26,448","3,640",503
PA,Troy Area School District,"10,404","1,719",265
PA,Tulpehocken Area School District,"12,918","2,310",180
PA,Tunkhannock Area School District,"17,588","2,466",396
PA,Turkeyfoot Valley Area School District,"2,562",328,75
PA,Tuscarora School District,"18,066","3,047",315
PA,Tussey Mountain School District,"6,530",938,141
PA,Twin Valley School District,"25,911","4,424",348
PA,Tyrone Area School District,"12,893","2,056",331
PA,Union Area School District,"5,245",758,133
PA,Union City Area School District,"6,250","1,017",204
PA,Union School District,"4,173",605,152
PA,Uniontown Area School District,"21,950","3,180",777
PA,Unionville-Chadds Ford School District,"24,857","4,476",91
PA,United School District,"7,255","1,069",154
PA,Upper Adams School District,"11,214","1,824",158
PA,Upper Darby School District,"93,488","15,387","2,770"
PA,Upper Dauphin Area School District,"9,534","1,708",279
PA,Upper Dublin School District,"26,936","4,876",129
PA,Upper Merion Area School District,"40,502","5,275",442
PA,Upper Moreland Township School District,"26,361","3,919",229
PA,Upper Perkiomen School District,"25,092","4,173",273
PA,Upper St. Clair School District,"20,867","4,325",121
PA,Valley Grove School District,"6,009",823,121
PA,Valley View School District,"18,450","2,790",297
PA,Wallenpaupack Area School District,"25,837","2,982",429
PA,Wallingford-Swarthmore School District,"22,802","4,079",145
PA,Warren County School District,"35,054","5,069",836
PA,Warrior Run School District,"15,850","2,038",232
PA,Warwick School District,"32,602","5,122",320
PA,Washington School District,"15,103","1,782",581
PA,Wattsburg Area School District,"9,759","1,555",153
PA,Wayne Highlands School District,"20,394","2,760",472
PA,Waynesboro Area School District,"33,388","5,145",633
PA,Weatherly Area School District,"5,032",704,82
PA,Wellsboro Area School District,"12,102","1,781",301
PA,West Allegheny School District,"23,681","3,603",209
PA,West Branch Area School District,"7,294","1,009",146
PA,West Chester Area School District,"113,536","16,057",602
PA,West Greene School District,"4,113",708,86
PA,West Jefferson Hills School District,"21,036","3,358",207
PA,West Middlesex Area School District,"6,723","1,026",143
PA,West Mifflin Area School District,"20,480","2,723",614
PA,West Perry School District,"19,176","3,160",350
PA,West Shore School District,"67,227","9,341",837
PA,West York Area School District,"24,546","3,619",413
PA,Western Beaver County School District,"5,179",757,84
PA,Western Wayne School District,"18,374","2,013",327
PA,Westmont Hilltop School District,"11,989","1,804",212
PA,Whitehall-Coplay School District,"32,674","4,995",743
PA,Wilkes-Barre Area School District,"62,931","8,862","2,640"
PA,Wilkinsburg Borough School District,"14,150","1,558",554
PA,William Penn School District,"43,184","7,106","1,383"
PA,Williams Valley School District,"7,353","1,157",184
PA,Williamsburg Community School District,"3,391",597,57
PA,Williamsport Area School District,"39,329","5,580","1,173"
PA,Wilmington Area School District,"10,739","1,706",208
PA,Wilson Area School District,"16,743","2,409",364
PA,Wilson School District,"41,440","6,757",421
PA,Windber Area School District,"8,318","1,241",237
PA,Wissahickon School District,"39,588","6,520",289
PA,Woodland Hills School District,"44,422","5,758","1,512"
PA,Wyalusing Area School District,"8,579","1,406",181
PA,Wyoming Area School District,"18,623","2,606",377
PA,Wyoming Valley West School District,"41,918","6,209","1,519"
PA,Wyomissing Area School District,"13,376","2,127",181
PA,York City School District,"45,204","8,253","2,426"
PA,York Suburban School District,"23,608","3,650",326
PA,Yough School District,"15,149","2,039",281
RI,Barrington School District,"17,007","3,638",119
RI,Bristol-Warren Regional School District,"33,353","3,362",311
RI,Burrillville School District,"16,073","2,496",242
RI,Central Falls School District,"22,465","4,402","1,155"
RI,Chariho Regional School District,"24,507","3,129",218
RI,Coventry School District,"35,879","5,076",393
RI,Cranston School District,"82,501","11,764","1,253"
RI,Cumberland School District,"36,215","5,701",330
RI,East Greenwich School District,"14,389","2,805",84
RI,East Providence School District,"46,893","5,635",712
RI,Exeter-West Greenwich Regional School District,"13,048","1,837",108
RI,Foster Elementary School District,"4,445",244,26
RI,Foster-Glocester Regional School District,"14,368","1,264",72
RI,Glocester Elementary School District,"9,922",591,39
RI,Jamestown School District,"5,484",641,20
RI,Johnston School District,"29,413","3,820",424
RI,Lincoln School District,"22,411","3,622",297
RI,Little Compton School District,"3,567",419,29
RI,Middletown School District,"16,843","2,327",185
RI,Narragansett School District,"14,587","1,197",86
RI,New Shoreham School District,"1,415",136,4
RI,Newport School District,"24,822","2,212",371
RI,North Kingstown School District,"27,837","4,007",281
RI,North Providence School District,"33,936","4,254",437
RI,North Smithfield School District,"12,522","1,783",113
RI,Pawtucket School District,"75,209","11,344","2,050"
RI,Portsmouth School District,"17,628","2,481",103
RI,Providence School District,"189,936","28,535","6,795"
RI,Scituate School District,"10,330","1,528",70
RI,Smithfield School District,"22,002","2,682",125
RI,South Kingstown School District,"32,052","3,155",222
RI,Tiverton School District,"16,137","1,885",121
RI,Warwick School District,"83,266","10,283",866
RI,West Warwick School District,"31,178","3,919",560
RI,Westerly School District,"23,447","2,629",256
RI,Woonsocket School District,"43,014","6,409","1,689"
SC,Abbeville County School District,"23,383","3,451",763
SC,Aiken County School District,"176,560","27,589","6,181"
SC,Allendale County School District,"7,579","1,003",493
SC,Anderson School District 1,"59,933","11,484","1,386"
SC,Anderson School District 2,"23,749","3,952",756
SC,Anderson School District 3,"15,098","2,542",560
SC,Anderson School District 4,"23,845","3,397",515
SC,Anderson School District 5,"87,188","14,044","2,958"
SC,Bamberg County School District,"12,908","1,738",683
SC,Barnwell County Consolidated School District,"9,005","1,555",430
SC,Barnwell School District 45,"11,404","2,042",603
SC,Beaufort County School District,"196,371","24,573","4,424"
SC,Beaufort Marine Corps Air Station School District,"2,141",3,2
SC,Berkeley County School District,"245,117","42,307","5,035"
SC,Calhoun County School District,"14,179","1,995",462
SC,Charleston County School District,"419,279","56,832","8,575"
SC,Cherokee County School District,"53,969","8,999","2,021"
SC,Chester County School District,"31,931","5,317","1,351"
SC,Chesterfield County School District,"43,683","7,168","1,799"
SC,Clarendon County School District,"30,913","4,183","1,197"
SC,Colleton County School District,"38,599","6,387","1,883"
SC,Darlington County School District,"62,398","10,228","3,066"
SC,Dillon School District 3,"6,835","1,274",405
SC,Dillon School District 4,"20,903","3,815","1,644"
SC,Dorchester School District 2,"149,411","27,505","3,598"
SC,Dorchester School District 4,"16,722","2,244",455
SC,Edgefield County School District,"26,932","3,503",756
SC,Fairfield County School District,"20,455","2,725",762
SC,Florence School District 1,"105,941","18,237","3,817"
SC,Florence School District 2,"6,370","1,069",235
SC,Florence School District 3,"18,939","3,540",914
SC,Florence School District 5,"5,471","1,160",242
SC,Fort Jackson Schools,"10,161",783,43
SC,Georgetown County School District,"64,722","8,229","2,010"
SC,Greenville County School District,"566,734","95,114","12,255"
SC,Greenwood School District 50,"58,311","9,548","2,145"
SC,Greenwood School District 51,"6,551","1,085",283
SC,Greenwood School District 52,"7,636","1,289",254
SC,Hampton County School District,"18,113","2,775",797
SC,Horry County School District,"383,101","48,198","9,122"
SC,Jasper County School District,"32,039","3,973","1,156"
SC,Kershaw County School District,"67,751","11,738","1,950"
SC,Lancaster County School District,"104,577","16,467","1,974"
SC,Laurens School District 55,"38,278","6,062","1,420"
SC,Laurens School District 56,"19,903","3,020",807
SC,Lee County School District,"16,153","2,304",920
SC,Lexington School District 1,"152,246","29,052","3,238"
SC,Lexington School District 2,"67,528","9,349","2,220"
SC,Lexington School District 3,"13,748","2,095",443
SC,Lexington School District 4,"18,678","3,248",921
SC,Lexington School District 5,"106,168","18,502","1,874"
SC,Marion School District 10,"28,450","4,743","2,196"
SC,Marlboro County School District,"26,039","3,838","1,304"
SC,McCormick County School District,"9,764",764,253
SC,Newberry County School District,"38,247","6,095","1,387"
SC,Oconee County School District,"80,180","11,686","2,215"
SC,Orangeburg County School District,"83,094","13,347","4,100"
SC,Pickens County School District,"133,462","18,311","2,477"
SC,Richland School District 1,"205,680","26,056","6,350"
SC,Richland School District 2,"164,242","29,645","4,268"
SC,Saluda County School District,"14,601","2,339",515
SC,Spartanburg School District 1,"36,909","6,154","1,238"
SC,Spartanburg School District 2,"74,413","13,157","2,373"
SC,Spartanburg School District 3,"16,973","2,754",592
SC,Spartanburg School District 4,"19,701","3,080",602
SC,Spartanburg School District 5,"59,769","11,201","1,658"
SC,Spartanburg School District 6,"71,691","12,235","2,649"
SC,Spartanburg School District 7,"57,037","8,535","2,466"
SC,Sumter County Consolidated School District,"104,012","17,857","3,818"
SC,Union County School District,"26,752","4,195","1,017"
SC,Williamsburg County School District,"30,058","4,437","1,490"
SC,York School District 1,"34,669","5,887",912
SC,York School District 2,"47,887","8,743",692
SC,York School District 3,"126,452","19,852","2,802"
SC,York School District 4,"85,240","18,385",796
SD,Aberdeen School District 06-1,"32,677","5,621",541
SD,Agar-Blunt-Onida School District 58-3,"2,008",331,39
SD,Alcester-Hudson School District 61-1,"2,437",420,42
SD,Andes Central School District 11-1,"2,077",496,145
SD,Arlington School District 38-1,"1,957",310,26
SD,Armour School District 21-1,"1,027",194,19
SD,Avon School District 04-1,"1,180",225,41
SD,Baltic School District 49-1,"2,288",503,22
SD,Belle Fourche School District 09-1,"8,626","1,574",238
SD,Bennett County School District 03-1,"3,336",821,299
SD,Beresford School District 61-2,"3,678",704,58
SD,Big Stone City School District 25-1,686,64,10
SD,Bison School District 52-1,895,165,26
SD,Bon Homme School District 04-2,"4,787",587,81
SD,Bowdle School District 22-1,750,115,18
SD,Brandon Valley School District 49-2,"23,291","5,313",153
SD,Bridgewater-Emery School District 30-3,"1,851",367,37
SD,Britton-Hecla School District 45-4,"2,946",442,56
SD,Brookings School District 05-1,"28,224","4,011",326
SD,Burke School District 26-2,"1,168",200,38
SD,Canistota School District 43-1,"1,286",250,20
SD,Canton School District 41-1,"6,139","1,327",69
SD,Castlewood School District 28-1,"1,540",331,24
SD,Centerville School District 60-1,"1,633",297,36
SD,Chamberlain School District 07-1,"6,040","1,284",312
SD,Chester School District 39-1,"1,817",306,19
SD,Clark School District 12-2,"2,572",432,38
SD,Colman-Egan School District 50-5,"1,675",335,37
SD,Colome Consolidated School District 59-3,"1,191",223,65
SD,Corsica-Stickney School District 21-3,"1,968",358,54
SD,Custer School District 16-1,"8,788",875,127
SD,Dakota Valley School District 61-8,"8,463","1,489",61
SD,De Smet School District 38-2,"1,810",328,48
SD,Dell Rapids School District 49-3,"6,142","1,255",77
SD,Deubrook School District 05-6,"2,069",428,27
SD,Deuel School District 19-4,"3,444",599,50
SD,Doland School District 56-2,953,161,22
SD,Douglas School District 51-1,"16,022","3,091",440
SD,Dupree School District 64-2,"1,666",297,120
SD,Eagle Butte School District 20-1,"4,517","1,251",396
SD,Edgemont School District 23-1,"1,137",154,39
SD,Edmunds Central School District 22-5,908,150,16
SD,Elk Mountain School District 16-2,310,26,6
SD,Elk Point-Jefferson School District 61-7,"4,449",851,43
SD,Elkton School District 05-3,"1,561",326,29
SD,Estelline School District 28-2,"1,582",280,34
SD,Ethan School District 17-1,854,192,21
SD,Eureka School District 44-1,"1,240",174,29
SD,Faith School District 46-2,788,158,51
SD,Faulkton School District 24-4,"1,847",311,54
SD,Flandreau School District 50-3,"3,729",696,101
SD,Florence School District 14-1,819,174,14
SD,Frederick Area School District 06-2,873,163,26
SD,Freeman School District 33-1,"2,474",439,61
SD,Garretson School District 49-4,"2,759",607,19
SD,Gayville-Volin School District 63-1,"1,003",191,11
SD,Gettysburg School District 53-1,"1,308",260,19
SD,Gregory School District 26-4,"2,109",369,66
SD,Groton Area School District 06-6,"3,433",667,64
SD,Haakon School District 27-1,"1,602",283,46
SD,Hamlin School District 28-3,"3,625",902,89
SD,Hanson School District 30-1,"1,861",394,34
SD,Harding County School District 31-1,"1,330",218,30
SD,Harrisburg School District 41-2,"35,024","6,662",242
SD,Henry School District 14-2,512,113,19
SD,Herreid School District 10-1,644,102,20
SD,Highmore-Harrold School District 34-2,"1,600",308,52
SD,Hill City School District 51-2,"3,362",440,83
SD,Hitchcock-Tulare School District 56-6,"1,453",258,36
SD,Hot Springs School District 23-2,"6,184",790,115
SD,Hoven School District 53-2,"1,265",189,28
SD,Howard School District 48-3,"2,277",378,39
SD,Huron School District 02-2,"16,854","3,235",476
SD,Ipswich School District 22-6,"2,525",396,43
SD,Irene-Wakonda School District 13-3,"2,046",331,34
SD,Iroquois School District 02-3,"1,250",244,40
SD,Jones County School District 37-3,896,153,40
SD,Kadoka School District 35-2,"3,057",743,255
SD,Kimball School District 07-2,"1,400",222,38
SD,Lake Preston School District 38-3,"1,149",203,19
SD,Langford School District 45-5,"1,478",254,22
SD,Lead-Deadwood School District 40-1,"6,644",749,135
SD,Lemmon School District 52-4,"1,948",280,55
SD,Lennox School District 41-4,"6,601","1,317",50
SD,Leola School District 44-2,"1,219",236,43
SD,Lyman School District 42-1,"2,990",635,210
SD,Madison Central School District 39-2,"8,428","1,157",122
SD,Marion School District 60-3,"1,656",286,22
SD,McCook Central School District 43-7,"2,396",476,57
SD,McIntosh School District 15-1,678,141,76
SD,McLaughlin School District 15-2,"2,381",637,327
SD,Meade School District 46-1,"20,322","3,129",306
SD,Menno School District 33-2,"1,608",272,47
SD,Milbank School District 25-4,"6,644","1,079",121
